name,page,dob,status,gender
"Parker, Sir Henry Watson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=335,01 Jun 1808,Deceased,Male
"Parker, The Hon. Robyn Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2219,03 Aug 1958,,Female
"Parkes, Mr Varney",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1020,04 Jun 1859,Deceased,Male
"Parkes, Sir Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=426,27 May 1815,Deceased,Male
"Parr, Dr Leslie James Albert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1591,15 Jun 1897,Deceased,Male
"Parry, Mr Stanley Evan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1575,23 Nov 1895,Deceased,Male
"Paterson, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=632,01 Jan 1831,Deceased,Male
"Paterson, The Hon. John Guthrie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1635,18 May 1902,Deceased,Male
"Patten, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1050,18 Jan 1859,Deceased,Male
"Patterson, Mr Christopher Stewart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=80,08 Dec 1971,,Male
"Paul, Mr William Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=883,11 Aug 1846,Deceased,Male
"Peacocke, The Hon. Gerald Beresford Ponsonby",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1902,02 Jun 1931,Deceased,Male
"Pearce, Mr Paul Ronald",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2168,07 Feb 1956,,Male
"Pearce, The Hon. Gregory Stephen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=15,22 Jan 1955,,Male
"Pechey, Mr Alfred John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=764,01 Jan 1840,Deceased,Male
"Peden, Sir John Beverley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1228,25 Apr 1871,Deceased,Male
"Peisley, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=306,01 Jan 1805,Deceased,Male
"Pelly, Mr Blake Raymond",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1685,31 May 1907,Deceased,Male
"Pemell, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=437,01 Jan 1816,Deceased,Male
"Pennington, Mr William George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=187,,,Male
"Penzer, Mr Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=614,01 Jan 1830,Deceased,Male
"Percival, Mr Harold Gregory",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1846,04 Apr 1925,Deceased,Male
"Percival, Mr John Whitehead",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1221,27 Sep 1870,Deceased,Male
"Perdriau, Mr Raymond (Stephen)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1441,03 Dec 1886,Deceased,Male
"Perkins, Mr John Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1320,18 May 1878,Deceased,Male
"Perry, Mr John [2]",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=915,01 Jan 1849,Deceased,Male
"Perry, The Hon. Barbara Mazzel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2159,06 Apr 1964,,Female
"Perry, The Hon. John [1]",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=860,13 Jul 1845,Deceased,Male
"Petch, Mr Ivan John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1957,01 Mar 1939,,Male
"Peters, Mr Henry John Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1349,01 Jan 1881,Deceased,Male
"Peters, Mr William Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1642,03 Mar 1903,Deceased,Male
"Petersen, Mr Wilfred George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1801,13 May 1921,Deceased,Male
"Pezzutti, The Hon. Dr Brian Patrick Victor",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2034,06 Jan 1947,,Male
"Phelps, Dr Peter",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=89,07 May 1968,,Male
"Phelps, Mr Joseph James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=188,,Deceased,Male
"Philips, The Hon. Peter Sydney Maitland",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1863,12 May 1927,Deceased,Male
"Phillips, Mr Michael Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=940,01 Jan 1851,Deceased,Male
"Phillips, Mr Simeon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=893,01 Jan 1847,Deceased,Male
"Phillips, The Hon. Ronald Anthony",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2056,16 May 1949,,Male
"Photios, Mr Michael Stephen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2109,26 Sep 1960,,Male
"Piccoli, The Hon. Adrian",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=9,24 Mar 1970,,Male
"Pickard, The Hon. Neil Edward William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1884,13 Feb 1929,Deceased,Male
"Pickering AM, The Hon. (Ted) Edward Phillip",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1965,01 Nov 1939,,Male
"Pickering, Mr George Ferrers",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=189,,Deceased,Male
"Piddington, Mr Albert Bathurst",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1087,01 Jan 1862,Deceased,Male
"Piddington, Mr William Henry Burgess",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1007,24 Apr 1856,Deceased,Male
"Piddington, Mr William Richman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=422,01 Jan 1815,Deceased,Male
"Pigott, Mr William Hilson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=745,10 Mar 1839,Deceased,Male
"Pilcher, Mr Charles Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=834,20 Apr 1844,Deceased,Male
"Pillans, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1071,30 Dec 1860,Deceased,Male
"Playfair, Mr (John) Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=633,01 Jan 1831,Deceased,Male
"Playfair, The Hon. Thomas Alfred John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1507,13 Oct 1890,Deceased,Male
"Plumb, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=875,23 Feb 1846,Deceased,Male
"Plunkett, Mr John Hubert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=290,01 Jun 1802,Deceased,Male
"Pollack, Mr Alfred John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1317,01 Jan 1878,Deceased,Male
"Pollard, Mr Frank",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1218,28 May 1870,Deceased,Male
"Poole, Mr William Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=584,01 Jan 1828,Deceased,Male
"Porter, Mr Douglas Elliott",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1749,24 Jan 1916,Deceased,Male
"Portus, Mr Alexander Brown",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=190,,,Male
"Powell, Mr Arthur Redvers Baden",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1618,13 Mar 1900,Deceased,Male
"Powell, Mr Arthur Thomas (Spence)",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1646,08 Aug 1903,Deceased,Male
"Power, Mr John Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1180,01 Jan 1867,Deceased,Male
"Power, Mr John Maurice",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1412,01 Jan 1885,Deceased,Male
"Pratten, The Hon. Frederick Graham",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1615,03 Dec 1899,Deceased,Male
"Press, The Hon. Anne Elizabeth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1647,25 Aug 1903,Deceased,Female
"Preston-Stanley, Miss Millicent",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1394,09 Sep 1883,Deceased,Female
"Price, Mr Richard Atkinson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1133,01 Jan 1864,Deceased,Male
"Price, The Hon. John Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1959,14 May 1939,,Male
"Primrose, Mr Hubert Leslie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1379,14 Nov 1882,Deceased,Male
"Prince, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=191,,,Male
"Pringle, Mr Steven Bruce Scott",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2099,19 Aug 1958,,Male
"Proctor, Mr William Consett",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=929,01 Jan 1850,Deceased,Male
"Pulsford, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=839,29 Sep 1844,Deceased,Male
"Punch, The Hon. Leon Ashton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1874,21 Apr 1928,Deceased,Male
"Purdue, Mr Frank Outen Jensen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1612,02 Sep 1899,Deceased,Male
"Purves, Major John Mitchell",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=899,02 Aug 1847,Deceased,Male
"Pye, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=285,01 Jan 1801,Deceased,Male
"Pyers, Mr Robert",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=898,01 Aug 1847,Deceased,Male
"Quin, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=192,,Deceased,Male
"Quinn, Mr (Ernie) Ernest Neville",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1857,03 Jun 1926,Deceased,Male
"Quinn, Mr Michael Thomas Leslie",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1622,23 Oct 1900,Deceased,Male
"Quinn, Mr Patrick Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1088,01 Jan 1862,Deceased,Male
"Quirk, Mr Ellison Wentworth",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1172,08 Jul 1866,Deceased,Male
"Quirk, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1217,18 May 1870,Deceased,Male
"Quirk, Mrs Mary Lily May",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1345,07 Dec 1880,Deceased,Female
"Rae, Mr Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1060,14 Mar 1860,Deceased,Male
"Raines, Mr Ronald Bruce",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1891,06 Nov 1929,,Male
"Ramsay, Mr Eric Daniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1754,08 Aug 1916,Deceased,Male
"Raper, Mr Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=311,01 Jan 1806,Deceased,Male
"Raphael, Mr Joseph George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=468,16 Feb 1818,Deceased,Male
"Ratcliffe, Mr Wilfred Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1343,30 May 1880,Deceased,Male
"Rawlinson, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=894,01 Jan 1847,Deceased,Male
"Read, Ms Robyn",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=193,,,Female
"Redman, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=537,20 Oct 1823,Deceased,Male
"Reed, The Hon. Kenneth Warren",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2011,22 Jul 1944,,Male
"Rees, Mr Daniel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1167,10 Mar 1866,Deceased,Male
"Rees, The Hon. Nathan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2220,12 Feb 1968,,Male
"Refshauge, The Hon. Dr Andrew John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2052,16 Jan 1949,,Male
"Reid, Mr Albert David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1446,01 Jan 1887,Deceased,Male
"Reid, Mr Alfred Albert Edward Ernest (Theodore Muswellbrooke Orlando) Vassa",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1181,01 Jan 1867,Deceased,Male
"Reid, Mr John Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1256,01 Aug 1873,Deceased,Male
"Reid, Sir George Houstoun",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=855,25 Feb 1845,Deceased,Male
"Renshaw, Mr John Brophy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1698,08 Aug 1909,Deceased,Male
"Renwick, Sir Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=718,30 May 1837,Deceased,Male
"Reymond, Mr Joseph Bernard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=808,03 May 1843,Deceased,Male
"Reynoldson, Mr George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1017,27 Nov 1856,Deceased,Male
"Rhiannon, Ms Lee",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2161,30 May 1951,,Female
"Richards, Mr Edwin",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1006,09 Mar 1856,Deceased,Male
"Richards, Mr George Allen",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1150,25 Feb 1865,Deceased,Male
"Richardson, Mr Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=194,,,Male
"Richardson, Mr Jack Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1805,23 Sep 1921,Deceased,Male
"Richardson, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=355,01 Jan 1810,Deceased,Male
"Richardson, Mr Michael John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2134,13 Jul 1949,,Male
"Richardson, The Hon. Athol Railton",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1595,16 Oct 1897,Deceased,Male
"Riddell, Mr Campbell Drummond",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=263,09 Jan 1796,Deceased,Male
"Rigby, Mr William Matthew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1829,14 Oct 1923,Deceased,Male
"Rigg, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=895,01 Jan 1847,Deceased,Male
"Riley, Mr Alban Joseph",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=836,08 Jun 1844,Deceased,Male
"Riley, Mr Bernard Blomfield",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1721,21 Jul 1912,Deceased,Male
"Riley, Mr Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=195,,,Male
"Ritchie, Mr Robert Adam",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=704,18 Oct 1836,Deceased,Male
"Rixon, Mr (Bill) Barry William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1978,22 Feb 1941,Deceased,Male
"Robb, Mr William Edward",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1868,20 Oct 1927,Deceased,Male
"Roberts, Mr Charles James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=877,29 Mar 1846,Deceased,Male
"Roberts, Mr Richard Hutchinson",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=696,10 Jul 1835,Deceased,Male
"Roberts, Mr Robert Gordon Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2076,21 Sep 1952,,Male
"Roberts, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=509,01 Jan 1821,Deceased,Male
"Robertson, Mr Clarence Gordon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1634,09 Apr 1902,Deceased,Male
"Robertson, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=49,16 Nov 1962,,Male
"Robertson, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=615,01 Jan 1830,Deceased,Male
"Robertson, Ms Christine Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2180,05 Oct 1948,,Female
"Robertson, Sir John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=446,15 Oct 1816,Deceased,Male
"Robey, Mr Ralph Mayer",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=342,01 Jan 1809,Deceased,Male
"Robinson, Mr Ian Louis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1845,27 Mar 1925,Deceased,Male
"Robinson, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1057,01 Jan 1860,Deceased,Male
"Robinson, Mr Joseph Phelps",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=423,01 Jan 1815,Deceased,Male
"Robson, Mr James Hutchins",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1573,23 Sep 1895,Deceased,Male
"Robson, Mr William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=822,21 Dec 1843,Deceased,Male
"Robson, Mr William Elliot Veitch",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1204,21 Mar 1869,Deceased,Male
"Robson, The Hon. Ewan Murray",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1669,07 Mar 1906,Deceased,Male
"Rodd, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=616,01 Jan 1830,Deceased,Male
"Roels, Mr Frederick",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1521,17 Aug 1891,Deceased,Male
"Rofe, Mr Ronald Ernest Arthur",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1736,01 Jan 1914,Deceased,Male
"Rogan, Mr Patrick Allan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1941,22 Sep 1936,Deceased,Male
"Rohan, Mr Andrew Baijan",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2208,30 Jun 1948,,Male
"Roozendaal, The Hon. Eric Michael",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2182,16 Mar 1962,,Male
"Roper, Mrs Edna Sirius",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1733,21 Jul 1913,Deceased,Female
"Rose, Mr D'Arcy",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1468,14 Aug 1888,Deceased,Male
"Rose, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=998,01 Jan 1856,Deceased,Male
"Roseby, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=690,01 Jan 1835,Deceased,Male
"Rosenthal, Major-General Sir Charles",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1278,12 Feb 1875,Deceased,Male
"Ross, Dr Andrew",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=599,01 Jan 1829,Deceased,Male
"Ross, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=819,21 Nov 1843,Deceased,Male
"Ross, Mr Hugh Murdoch",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=881,08 Jul 1846,Deceased,Male
"Ross, Mr James Clyde",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1569,31 Jul 1895,Deceased,Male
"Ross, Mr John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1522,01 Sep 1891,Deceased,Male
"Ross, Mr William Forrest Maxwell",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1462,23 Feb 1888,Deceased,Male
"Rotton, Mr Henry",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=405,01 Jan 1814,Deceased,Male
"Rouse, Mr Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=789,02 Jan 1842,Deceased,Male
"Rowell, Mr Jai Travers",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=76,02 Jan 1977,,Male
"Rozzoli, The Hon. Kevin Richard",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1964,13 Sep 1939,,Male
"Ruddock, Mr Maxwell Stanley",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1737,02 Jan 1914,Deceased,Male
"Rumble, Mr Terrence John",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1992,31 Oct 1942,,Male
"Rundle, Mr Jeremiah Brice",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=438,01 Jan 1816,Deceased,Male
"Rusden, Mr Francis Townsend",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=370,01 Jan 1811,Deceased,Male
"Rusden, Mr Thomas George",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=453,01 Jan 1817,Deceased,Male
"Russell, Captain William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=320,01 Jan 1807,Deceased,Male
"Russell, Mr Bourn",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=255,01 Dec 1794,Deceased,Male
"Russell, Mr Henry Stuart",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=470,16 Mar 1818,Deceased,Male
"Rutledge, Mr Thomas",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=454,01 Jan 1817,Deceased,Male
"Rutledge, Mr Thomas Lloyd Forster",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1480,11 Jan 1889,Deceased,Male
"Ryan, Mr James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1116,01 Jan 1863,Deceased,Male
"Ryan, Mr James Tobias",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=467,04 Jan 1818,Deceased,Male
"Ryan, Mr John Nagel",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=439,01 Jan 1816,Deceased,Male
"Ryan, Mr Kevin James",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1922,26 Aug 1934,,Male
"Ryan, Mr Thomas Vernon",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1567,26 Jul 1895,Deceased,Male
"Ryan, The Hon. (Mick) Lionel William",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1397,01 Jan 1884,Deceased,Male
"Ryan, The Hon. John Francis",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=2092,20 Sep 1956,,Male
"Ryan, The Hon. Phillip Norman",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1719,24 May 1912,Deceased,Male
"Rygate, Mr Gerald Blake",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1563,24 Feb 1895,Deceased,Male
"Rygate, The Hon. Amelia Elizabeth Mary",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1600,27 Jan 1898,Deceased,Female
"Ryrie, Colonel Sir Granville de Laune",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1154,01 Jul 1865,Deceased,Male
"Ryrie, Mr Alexander",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=581,27 Dec 1827,Deceased,Male
"Ryrie, Mr David",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=605,16 Aug 1829,Deceased,Male
"Saddington, Mr Leicester Birkenhead",https://www.parliament.nsw.gov.au/members/formermembers/Pages/former-member-details.aspx?pk=1722,27 Jul 1912,Deceased,Male
