name,number,bio
Mr Bruce Saunders,1753153258,"
    
        
    
        
            Electorate
            Maryborough -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        


Electorate Office AddressShop 1, Comet Place133 Lennox StreetMARYBOROUGH QLD 4650

Phone: (07) 4114 1100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Education, Employment and Small Business Committee: 15 Feb 2018
		
    
        Past:
Member, Education, Tourism, Innovation and Small Business Committee: 18 Feb 2016 - 24 Nov 2017
Member, Education, Tourism and Small Business Committee: 27 Mar 2015 - 18 Feb 2016



    

        

    
   
        
    

    
     



    
    


"
Hon Mark Ryan,714866259,"
    
        
    
        
            Electorate
            Morayfield -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationMorayfield - ALP (21 Mar 2009 - 23 Mar 2012)
        
            SpeechesAll Speeches
        

        
    
    
    
    
        Contact details
    

        

Ministerial Office Postal AddressPO Box 15195CITY EAST  QLD  4002

Ministerial Office1 William StreetBRISBANE  QLD  4000

Phone: (07) 3035 8300Fax: n/aEmail: [email protected]
        
Electorate Office Postal AddressPO Box 991MORAYFIELD QLD 4506

Electorate Office AddressUnit 3, 67 Morayfield RoadCABOOLTURE SOUTH QLD 4510

Phone: (07) 5343 5100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Minister for Police and Minister for Corrective Services: 12 Dec 2017
		
    
        Past:
Minister for Police, Fire and Emergency Services and Minister for Corrective Services: 11 Nov 2016 - 11 Dec 2017
Assistant Minister of State Assisting the Premier: 8 Dec 2015 - 11 Nov 2016
Member, Legal Affairs and Community Safety Committee: 6 Jun 2015 - 18 Feb 2016
Chair, Ethics Committee: 27 Mar 2015 - 18 Feb 2016
Member, Parliamentary Crime and Corruption Committee: 27 Mar 2015 - 18 Feb 2016
Temporary Speaker/Deputy Speaker: 26 Mar 2015 - 16 Feb 2016
Member, Parliamentary Crime and Misconduct Committee: 23 Apr 2009 - 17 May 2012
Temporary Speaker/Deputy Speaker: 22 Apr 2009 - 14 May 2012
Member, Ethics Committee from 16 June 2011: 16 Jun 2011 - 23 Mar 2012
Member, Environment and Resources Committee: 23 Apr 2009 - 16 Jun 2011



    
		
        Career
    
	

        Prior to election - Senior Associate (Gadens); Solicitor (Allens Arthur Robinson); Customer Service Sales Officer (Telstra Corporation).

    
   
        
            Community Activity:  Rosies – friends on the street, Leukaemia Support Queensland, Morayfield Lions Club, patron and past-patron of a number of local community and sporting organisations. 
        
    

    Personal
     
            
               Birth Date: 
            
                 (Nambour, Queensland)
            
        
            
               Education: 
            
                St Eugene School (Primary); St Joseph’s College, Nudgee (Secondary); Bachelor of Laws with First Class Honours (LLB Hons) and Bachelor of Arts (BA), University of Queensland (UQ); Graduate Diploma of Legal Practice (Grad Dip Leg Prac), College of Law
            
        



    
    


"
Mr Peter Russo,2411213250,"
    
        
    
        
            Electorate
            Toohey -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015Previous RepresentationSunnybank - ALP (31 Jan 2015 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 213SUNNYBANK QLD 4109

Electorate Office AddressSuite 4, 309 Mains RoadSUNNYBANK QLD 4109

Phone: (07) 3414 3120Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Chair, Legal Affairs and Community Safety Committee: 15 Feb 2018
		
    
        Past:
Chair, Finance and Administration Committee: 18 Feb 2016 - 24 Nov 2017
Acting Chair, Parliamentary Crime and Corruption Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        Prior to election - Lawyer.

    
   
        
    

    Personal
     
            
               Birth Date: 
            
                13 September 1955 (Townsville, Queensland, Australia)
            
        
            
               Education: 
            
                LLM
            
        



    
    


"
Dr Christian Rowan,1956503169,"
    
        
    
        
            Electorate
            Moggill -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        Websitehttp://www.drchristianrowanmp.com.au/ 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 808KENMORE QLD 4069

Electorate Office AddressSuites 16 & 17 Level 1, Kenmore Village9 Brookfield RoadKENMORE QLD 4069

Phone: (07) 3737 4110Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for Communities and Shadow Minister for Disability Services and Seniors: 15 Dec 2017
Shadow Minister for Aboriginal and Torres Strait Islander Partnerships: 15 Dec 2017
Shadow Minister for the Arts: 15 Dec 2017

		
    
        Past:
Shadow Minister for the Environment and Heritage Protection and Shadow Minister for National Parks and the Great Barrier Reef: 10 May 2016 - 14 Dec 2017
Deputy Chair, Health, Communities, Disability Services and Domestic and Family Violence Prevention Committee: 18 Feb 2016 - 10 May 2016
Member, Health and Ambulance Services Committee: 27 Mar 2015 - 18 Feb 2016



    
		
        Career
    
	

        President AMA Queensland (2013-2014), President RDAQ (2006-2007), Specialist Physician (Addiction Medicine), Medical Administrator (Uniting Care Health & Queensland Health), Visiting Medical Officer (The Wesley Hospital & St Andrew's War Memorial Hospital), Adjunct Associate Professor (Griffith University School of Medicine)

    Party Positions: (LNP) State Leader's Representative to the LNP Policy Standing Committee. 2015 - 2018
 (LNP) Chair of the LNP Federal Population Sustainability & Social Policy Committee. 2010 - 2012
 (LNP) Member of the LNP Health Policy Committee. 2008 - 2013
 (LNP) Chair of the LNP Health Policy Committee. 2008 - 2009
 (NAT) Member of the National Party Health Policy Committee. 2004 - 2006
 (LIB) Member of the University of Queensland Liberal Student Club. 1990 - 1996
 (LIB) Young Liberal. 1990 - 1996
 (LIB) Member of the Australian Liberal Students Federation. 1990 - 1996
  Official Awards:  Australian College of Rural and Remote Medicine Distinguished Service Award (2010); Lantern Award for Excellence in Problem-Oriented & Partnership Policing - State Highly Commended Project Aegis (2013) 
        
            Community Activity:  Anglican Overseas Aid (General Member), Upbeat Arts (Patron), Diabetes Queensland (Honorary Ambassador) 
        
    

    Personal
     
            
               Birth Date: 
            
                5 October 1972 (Brisbane, Queensland)
            
        
            
               Family: 
            
                Married (4 children)
            
        
            
               Education: 
            
                Toowong State School, Anglican Church Grammar School, University of Queensland, Monash University
            
        
            
               Religion: 
            
                Anglican
            
        



    Additional Information
Academic and professional qualifications: Bachelor of Medicine / Bachelor of Surgery (MBBS); Master of Diplomacy and Trade (MDiplTrade); Fellow of the Australasian College of Health Service Management (FCHSM); Fellow of the Royal Australian College of General Practitioners (FRACGP); Fellow of Advanced Rural General Practice (FARGP); Fellow of the Australian College of Rural and Remote Medicine (FACRRM); Fellow of the Royal Australasian College of Medical Administrators (FRACMA); Fellow of the Royal Australasian College of Physicians' Chapter of Addiction Medicine (FAChAM) (RACP); Queensland Mental Health Commission Advisory Council (2014-2015); Brookfield Show Society (Life Member); Australian Monarchist League (Life Member); Kenmore Rotary Club (Honorary Member); Queensland Government Rural Health Advisory Council Member (2007-2009).
    
            Notes:  Personal interests: tennis, rugby union, reading, travel 
        


"
Dr Mark Robinson,2889146732,"
    
        
    
        
            Electorate
            Oodgeroo -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            21 March 2009Previous RepresentationCleveland - LNP (21 Mar 2009 - 24 Nov 2017)
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        


Electorate Office Address'Kramer Place', 19 Waterloo StreetCLEVELAND QLD 4163

Phone: (07) 3446 9100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Temporary Speaker: 15 Feb 2018
Member, Parliamentary Crime and Corruption Committee: 18 Dec 2017

		
    
        Past:
Member, Health, Communities, Disability Services and Domestic and Family Violence Prevention Committee: 14 Feb 2017 - 24 Nov 2017
Member, Infrastructure, Planning and Natural Resources Committee: 10 May 2016 - 14 Feb 2017
Member, Education Tourism, Innovation and Small Business Committee: 18 Feb 2016 - 10 May 2016
Member, Ethics Committee: 27 Mar 2015 - 18 Feb 2016
Deputy Speaker and Chairman of Committees: 17 May 2012 - 2015
Member, Transport, Housing and Local Government Committee: 29 Nov 2012 - 12 Feb 2013
Member, Transport and Local Government Committee: 15 Nov 2011 - 19 Feb 2012
Shadow Minister for Main Roads, Fisheries and Marine Infrastructure: 11 Apr 2011 - 19 Feb 2012
Member, Transport, Local Government and Infrastructure Committee: 16 Jun 2011 - 15 Nov 2011
Shadow Parliamentary Secretary for Apprenticeships and Trade Training: 29 Nov 2010 - 11 Apr 2011
Member, Members' Ethics and Parliamentary Privileges Committee: 2009 - 2009



    
		
        Career
    
	

        Prior to election – Lecturer/Teacher; Charity Manager.

    
   
        
            Community Activity:  Tennis, fishing. Church and Community groups.  
        
    

    Personal
     
            
               Birth Date: 
            
                29 April 1963 (Traralgon, Victoria)
            
        
            
               Family: 
            
                Married (7 children)
            
        
            
               Education: 
            
                Doctorate of Philosophy PhD (University of Queensland); Master of Arts in International Studies MA (Griffith University); Bachelor of Science BSc – Majors in Marine Biology and Zoology (James Cook University); Diploma in Christian Ministry DipMin (Rhema College); Certificate IV in Workplace Training and Assessment Cert IV. 
            
        



    
    


"
Ms Kim Richards,2685143056,"
    
        
    
        
            Electorate
            Redlands -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        


Electorate Office AddressTenancy H20, Victoria Point Lakeside11-27 Bunker RoadVICTORIA POINT QLD 4165

Phone: (07) 3446 0100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Deputy Government Whip: 18 May 2020
Member, Parliamentary Crime and Corruption Committee: 4 Mar 2019
Member, Economics and Governance Committee: 15 Feb 2018

		
        Career
    
	

        Head of Culture and Development - Cox Architecture; Chief Operating Officer - Architectus; Associate - Cox Architecture; Fellow - Australian Institute of Managers and Leaders

    
   
        
            Community Activity:  BDA Committee for Brisbane - Past Vice President (2014-2017); Property Council of Australia - Diversity Committee Member (2015-2018); Q Shelter - Board member (2016-2017); Zonta Club Wynnum Redlands - Director (2017); Redlands Centre for Women - Member 
        
    

    Personal
     
            
               Birth Date: 
            
                31 August 1971
            
        
            
               Family: 
            
                 (1 child)
            
        



    Additional Information
    
            Notes:  Personal interests: Architecture and design; Arts and culture. 
        


"
Mr Daniel (Dan) Purdie,3778366749,"
    
        
    
        
            Electorate
            Ninderry -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        Websitehttps://www.danpurdie.com.au/ 
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 989COOLUM QLD 4573

Electorate Office Address11 Heathfield RoadCOOLUM BEACH QLD 4573

Phone: (07) 5406 7900Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for Police and Counter Terrorism: 28 Apr 2020
Shadow Minister for Corrective Services: 28 Apr 2020

		
    
        Past:
Member, Economics and Governance Committee: 15 Feb 2018 - 18 May 2020
Shadow Assistant Minister for Treasury: 15 Dec 2017 - 27 Apr 2020



    
		
        Career
    
	

        Detective Sergeant of Police Sunshine Coast Child Protection and Investigation Unit (CPIU); previously State Homicide Squad and Australian Crime Commission.

    
   
        
            Official Awards:  Queensland Police Service Medal 2002; 15 Year Clasp to the Queensland Police Service Medal 2006; National Medal 2007; Commissioner’s Certificate (Operational) 2010; 2010 – 2011 Queensland Flood and Cyclone Citation 2011; 20 Year Clasp to the Queensland Police Service Medal 2012; Queensland Police 150 Years Citation 2014; National Police Service Medal 2015; G20 Citation 2016; 25 Year Clasp to the Queensland Police Service Medal 2016; 1st Clasp to the National Medal 2017.
 
        
            Community Activity:  Member of Coolum Surf Club; previous active member of Maroochydore SLSC. 
        
    

    Personal
     
            
               Birth Date: 
            
                20 July 1973 (Townsville, Queensland)
            
        
            
               Family: 
            
                Married (2 children)
            
        
            
               Education: 
            
                Attended school at Padua College, Kedron; QUT Kelvin Grove - Advanced Cert in Policing Studies; Advanced Diploma of Public Safety and Police Investigations.
            
        



    Additional Information
    
            Notes:  Personal interests: surfing; crossfit. 
        


"
Ms Jessica (Jess) Pugh,977021911,"
    
        
    
        
            Electorate
            Mount Ommaney -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            25 November 2017
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        


Electorate Office AddressCentenary Technology Park, 532 Seventeen Mile Rocks RoadSINNAMON PARK QLD 4073

Phone: (07) 3737 2120Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Member, Natural Resources, Agricultural Industry Development and Environment Committee: 21 May 2020
Temporary Speaker: 15 Feb 2018

		
    
        Past:
Member, State Development, Natural Resources and Agricultural Industry Development Committee: 15 Feb 2018 - 20 May 2020


    
		
        Career
    
	

        Business Events Manager (Restaurant Two) 2012-2016.

    
   
        
            Community Activity:  Honorary Member Sumner Rotary; President Local Ambulance Committee. 
        
    

    Personal
     
            
               Birth Date: 
            
                29 May 1985 (South Brisbane, Queensland)
            
        
            
               Family: 
            
                 (2 children)
            
        
            
               Education: 
            
                Bachelor of Business (QUT)
            
        



    Additional Information
    
            Notes:  Personal interests: Yoga; reading. 
        


"
Mr Linus Power,752580610,"
    
        
    
        
            Electorate
            Logan -  View Map (.pdf)
        
        
            Party
            Australian Labor Party (ALP)
        
            Date of Election
            31 January 2015
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        


Electorate Office AddressMaxima House, 1-3 Helen StreetHILLCREST QLD 4118

Phone: (07) 3445 2100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Chair, Economics and Governance Committee: 15 Feb 2018
Member [Premier's nominee], Committee of the Legislative Assembly: 13 Feb 2018

		
    
        Past:
Senior Government Whip: 19 Feb 2015 - 15 Dec 2017
Member, Ethics Committee: 14 Feb 2017 - 24 Nov 2017
Member, Finance and Administration Committee: 29 Nov 2016 - 24 Nov 2017
Member, Transportation and Utilities Committee: 18 Feb 2016 - 29 Nov 2016
Member, Ethics Committee: 18 Feb 2016 - 29 Nov 2016
Agriculture and Environment Committee: 5 May 2015 - 18 Feb 2016



    

        

    
   
        
    

    
     



    
    


"
Mr Andrew Powell,194565277,"
    
        
    
        
            Electorate
            Glass House -  View Map (.pdf)
        
        
            Party
            Liberal National Party (LNP)
        
            Date of Election
            21 March 2009
        
            SpeechesInaugural |  All Speeches
        

        
    
    
    
    
        Contact details
    

        
        

Electorate Office Postal AddressPO Box 727MALENY QLD 4552

Electorate Office AddressSuite 4, 70 Maple StreetMALENY QLD 4552

Phone: (07) 5318 8100Fax: n/aEmail: [email protected]
    
    
        Parliamentary Service
    
        Current: 
Shadow Minister for State Development, Manufacturing, Infrastructure and Planning: 15 Dec 2017
		
    
        Past:
Shadow Minister for Transport and Main Roads and Shadow Minister for Local Government: 10 May 2016 - 14 Dec 2017
Shadow Minister for Energy and Water Supply: 20 Feb 2015 - 10 May 2016
Minister for Environment and Heritage Protection: 3 Apr 2012 - 2015
Member, Environment, Agriculture, Resources and Energy Committee: 4 Aug 2011 - 19 Feb 2012
Shadow Minister for the Enviornment: 11 Apr 2011 - 19 Feb 2012
Member, Ethics Committee: 16 Jun 2011 - 4 Aug 2011
Member, Parliamentary Crime and Misconduct Committee: 16 Jun 2011 - 4 Aug 2011
Member, Scrutiny of Legislation Committee: 23 Apr 2009 - 30 Jun 2011



    
		
        Career
    
	

        Prior to election – Public Servant, Queensland Dept of Child Safety (2005 – 2009) and Queensland Dept of the Premier and Cabinet (2001 – 2004); Short Term Missionary in Fiji and New Zealand (2000); Public Servant, Commonwealth Dept of Defence (1996 – 2000). 

    
   
        
            Community Activity:  Coach, Palmwoods Warriors Football Club.  
        
    

    Personal
     
            
               Birth Date: 
            
                15 May 1973 (Melbourne, Victoria)
            
        
            
               Family: 
            
                Married (5 children)
            
        
            
               Education: 
            
                Waverley Park Primary (Glen Waverley, VIC); Castle Hill Public School (Castle Hill, NSW); James Ruse Agricultural High School (Carlingford, NSW); Grace Lutheran College (Rothwell, QLD); Bachelor of Science (BSc) and Bachelor of Arts (BA), University of Qld (UQ) 1995; Certificate III in Public Administration (Cert III Pub Admin), Dept of Defence (1996). 
            
        



    
    


"
