politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6685460,+1889-06-04T00:00:00Z,Q1009627,+1948-03-23T00:00:00Z,Q18912794,+1919-12-13T00:00:00Z,+1925-11-14T00:00:00Z,Q5284529,Q4819077,Q8020129,NA,0
Q6685460,+1889-06-04T00:00:00Z,Q1009627,+1948-03-23T00:00:00Z,Q19202748,+1941-05-10T00:00:00Z,+1948-03-23T00:00:00Z,Q5355266,Q6396225,Q7792643,NA,0
Q6685460,+1889-06-04T00:00:00Z,Q1009627,+1948-03-23T00:00:00Z,Q18912794,+1929-10-12T00:00:00Z,+1931-12-19T00:00:00Z,Q5284529,Q4819077,Q4819077,NA,0
Q6685602,+1938-05-13T00:00:00Z,Q2305836,NA,Q18534408,NA,NA,NA,NA,NA,NA,0
Q6688848,+1958-09-06T00:00:00Z,Q985485,NA,Q18912794,+2010-08-21T00:00:00Z,+2016-07-02T00:00:00Z,Q1074005,Q25753992,Q4932251,NA,0
Q6688848,+1958-09-06T00:00:00Z,Q985485,NA,Q18912794,+2004-10-09T00:00:00Z,+2010-08-21T00:00:00Z,Q2973632,Q6837228,Q5488558,NA,0
Q6702024,+1959-04-28T00:00:00Z,Q1008383,NA,Q18912794,+2001-11-10T00:00:00Z,+2019-04-11T00:00:00Z,Q1074235,Q63993700,Q5524195,NA,0
Q6702024,+1959-04-28T00:00:00Z,Q1008383,NA,Q6865809,+2013-09-18T00:00:00Z,+2015-09-21T00:00:00Z,NA,NA,Q4354268,NA,0
Q6702024,+1959-04-28T00:00:00Z,Q1008383,NA,Q11796967,+2015-09-21T00:00:00Z,+2016-02-18T00:00:00Z,NA,Q7437180,NA,NA,0
Q6702345,+1964-06-08T00:00:00Z,Q3130,NA,Q18912794,+2007-11-24T00:00:00Z,+2016-07-02T00:00:00Z,Q2973507,Q20631311,Q5592802,NA,0
Q6708298,+1946-10-21T00:00:00Z,Q3141,NA,Q6814428,+1996-07-01T00:00:00Z,+2008-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6722175,+1877-07-03T00:00:00Z,Q13651238,+1960-12-30T00:00:00Z,Q6814428,+1935-07-01T00:00:00Z,+1941-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6722175,+1877-07-03T00:00:00Z,Q13651238,+1960-12-30T00:00:00Z,Q19202748,+1913-12-06T00:00:00Z,+1918-05-10T00:00:00Z,Q5356054,Q16029889,Q15998032,NA,0
Q6730212,+1938-10-31T00:00:00Z,Q3496549,+2015-12-28T00:00:00Z,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q1074005,Q6394456,Q4708447,NA,0
Q6732082,+1906-02-12T00:00:00Z,Q864668,+1994-11-26T00:00:00Z,Q7241304,+1971-08-17T00:00:00Z,+1974-07-08T00:00:00Z,NA,Q6317961,Q4727347,NA,0
Q6732082,+1906-02-12T00:00:00Z,Q864668,+1994-11-26T00:00:00Z,Q6814428,+1951-04-28T00:00:00Z,+1953-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6732082,+1906-02-12T00:00:00Z,Q864668,+1994-11-26T00:00:00Z,Q6814428,+1962-07-01T00:00:00Z,+1978-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q18912794,+1996-03-02T00:00:00Z,+2007-11-24T00:00:00Z,Q2973723,Q16145781,NA,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q6865821,+2006-01-27T00:00:00Z,+2007-12-03T00:00:00Z,NA,Q434649,Q1737400,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q6865809,+2001-02-14T00:00:00Z,+2004-07-18T00:00:00Z,NA,Q5478100,Q348577,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q18912794,+2013-09-07T00:00:00Z,+2016-05-09T00:00:00Z,Q2973569,Q25756194,Q7176978,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q6865784,+2015-09-21T00:00:00Z,+2015-12-29T00:00:00Z,NA,Q16191011,Q7627022,NA,0
Q6740586,+1961-12-29T00:00:00Z,Q34932,NA,Q2390270,+2004-07-18T00:00:00Z,+2006-01-27T00:00:00Z,NA,Q7173778,Q475045,NA,0
Q6740653,+1945-08-12T00:00:00Z,Q256711,NA,Q18912794,+1998-10-03T00:00:00Z,+2013-08-05T00:00:00Z,Q2973779,Q16215281,Q15452941,NA,0
Q6741359,+1970-04-19T00:00:00Z,Q17980,NA,Q26998278,+2005-06-18T00:00:00Z,+2012-08-24T00:00:00Z,Q5356197,Q6489439,Q16144481,NA,0
Q6741359,+1970-04-19T00:00:00Z,Q17980,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649106,NA,NA,NA,0
Q6742231,+1873-07-12T00:00:00Z,Q28103503,+1935-03-01T00:00:00Z,Q18912794,+1922-12-16T00:00:00Z,+1934-08-07T00:00:00Z,Q2973436,Q4786639,Q6245007,NA,0
Q6742471,+1919-12-29T00:00:00Z,Q3644691,+1999-07-08T00:00:00Z,Q18912794,+1963-11-30T00:00:00Z,+1972-12-02T00:00:00Z,Q5284523,Q4730876,Q16017856,NA,0
Q6742491,+1852-02-08T00:00:00Z,Q84,+1910-03-10T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q6742617,+1911-05-11T00:00:00Z,Q1748747,+1989-05-31T00:00:00Z,Q6814428,+1950-02-22T00:00:00Z,+1971-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6748485,+1929-08-12T00:00:00Z,Q34932,NA,Q18912794,+1961-12-09T00:00:00Z,+1975-12-13T00:00:00Z,Q917665,Q7175005,Q5541584,NA,0
Q6748485,+1929-08-12T00:00:00Z,Q34932,NA,Q18912794,+1980-10-18T00:00:00Z,+1990-02-19T00:00:00Z,Q917665,Q4785288,Q7175005,NA,0
Q6759700,+1950-06-30T00:00:00Z,Q26713,NA,Q18912794,+1998-10-03T00:00:00Z,+2010-07-19T00:00:00Z,Q1074030,Q6369482,Q6222850,NA,0
Q6759831,+1935-05-28T00:00:00Z,Q2255269,NA,Q6814428,+1981-05-05T00:00:00Z,+2003-02-14T00:00:00Z,Q56649107,Q1494887,Q6243314,NA,0
Q6759831,+1935-05-28T00:00:00Z,Q2255269,NA,Q7241304,+1996-08-20T00:00:00Z,+2002-08-19T00:00:00Z,NA,Q7149687,Q6828513,NA,0
Q6759833,+1941-07-19T00:00:00Z,Q40191,NA,Q6814428,+1983-03-05T00:00:00Z,+1999-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6761645,+1959-01-04T00:00:00Z,Q190138,NA,Q18912794,+2001-11-10T00:00:00Z,NA,Q2973484,NA,Q4758704,NA,0
Q6762775,+1902-11-03T00:00:00Z,Q823531,+1993-06-17T00:00:00Z,Q6814428,+1962-07-01T00:00:00Z,+1968-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q6766280,+1948-09-21T00:00:00Z,Q3141,NA,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q2973486,Q7152196,Q6385248,NA,0
Q6766585,+1971-11-09T00:00:00Z,Q2916395,NA,Q6814428,+2008-07-01T00:00:00Z,+2012-03-05T00:00:00Z,Q56649105,Q541217,NA,NA,0
Q6766644,+1958-12-31T00:00:00Z,Q993309,NA,Q18912794,+2004-10-09T00:00:00Z,+2007-11-24T00:00:00Z,Q924832,Q7507904,Q7507904,NA,0
Q6766745,+1954-06-29T00:00:00Z,Q5112,NA,Q6814428,+1996-07-01T00:00:00Z,+2014-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6766947,+1970-07-08T00:00:00Z,Q3114,NA,Q18912794,+2007-11-24T00:00:00Z,+2019-04-11T00:00:00Z,Q2423795,NA,Q7356353,NA,0
Q6766947,+1970-07-08T00:00:00Z,Q3114,NA,Q18912794,+2019-05-18T00:00:00Z,NA,Q2973414,NA,Q7612638,NA,0
Q6766947,+1970-07-08T00:00:00Z,Q3114,NA,Q6865924,+2010-09-14T00:00:00Z,+2013-07-01T00:00:00Z,NA,NA,NA,NA,0
Q6766947,+1970-07-08T00:00:00Z,Q3114,NA,Q11796976,+2011-12-14T00:00:00Z,+2013-07-01T00:00:00Z,NA,NA,NA,NA,0
Q6767168,+1958-02-03T00:00:00Z,Q3130,NA,Q18912794,+2007-11-24T00:00:00Z,NA,Q2973799,NA,Q6226446,NA,0
Q6767411,+1956-10-03T00:00:00Z,Q3183,NA,Q18912794,+2007-11-24T00:00:00Z,NA,Q2973418,NA,Q4766337,NA,0
Q6767411,+1956-10-03T00:00:00Z,Q3183,NA,Q4818607,+2013-02-04T00:00:00Z,+2013-09-18T00:00:00Z,NA,Q5537216,Q518856,NA,0
Q6767697,+1958-04-11T00:00:00Z,Q34932,NA,Q6814428,+2008-07-01T00:00:00Z,+2014-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6767697,+1958-04-11T00:00:00Z,Q34932,NA,Q18526194,+2015-01-31T00:00:00Z,NA,Q5355395,NA,Q5210628,NA,0
Q6770126,+1956-04-18T00:00:00Z,Q3130,NA,Q18912794,+1993-03-13T00:00:00Z,+2008-07-30T00:00:00Z,Q2973724,Q7340432,Q2313174,NA,0
Q6770126,+1956-04-18T00:00:00Z,Q3130,NA,Q5261065,+2005-07-06T00:00:00Z,+2007-12-03T00:00:00Z,NA,Q41563,Q3180912,NA,0
Q6770126,+1956-04-18T00:00:00Z,Q3130,NA,Q6865888,+1997-09-25T00:00:00Z,+1998-10-21T00:00:00Z,NA,Q3180912,Q6257427,NA,0
Q6770126,+1956-04-18T00:00:00Z,Q3130,NA,Q6865745,+1998-10-21T00:00:00Z,+1999-07-19T00:00:00Z,NA,Q591604,Q3180912,NA,0
Q6770126,+1956-04-18T00:00:00Z,Q3130,NA,Q6865979,+1999-07-20T00:00:00Z,+2006-09-19T00:00:00Z,NA,Q591604,Q7803494,NA,0
Q6773525,+1938-03-04T00:00:00Z,Q34932,NA,Q18912794,+1972-12-02T00:00:00Z,+1974-04-11T00:00:00Z,Q2973809,Q6239472,Q4706905,NA,0
Q6775111,+1936-08-24T00:00:00Z,Q2083195,NA,Q6814428,+1969-05-23T00:00:00Z,+1969-10-24T00:00:00Z,Q56649110,NA,Q6384628,NA,0
Q6775111,+1936-08-24T00:00:00Z,Q2083195,NA,Q18662245,+1971-07-03T00:00:00Z,+1975-07-11T00:00:00Z,Q51034422,NA,Q19666616,NA,0
Q6775111,+1936-08-24T00:00:00Z,Q2083195,NA,Q18662245,+1975-07-12T00:00:00Z,+1990-08-31T00:00:00Z,NA,Q4894304,NA,NA,0
Q6776272,+1917-04-03T00:00:00Z,Q5112,+1983-05-03T00:00:00Z,Q18912794,+1963-11-30T00:00:00Z,+1977-09-30T00:00:00Z,Q5284496,Q6984063,Q7052568,NA,0
Q6777622,+1953-11-27T00:00:00Z,Q2256,NA,Q18912794,+1994-03-19T00:00:00Z,+2004-10-09T00:00:00Z,Q5284496,NA,Q6984063,NA,0
Q6777622,+1953-11-27T00:00:00Z,Q2256,NA,Q18220900,+1984-12-01T00:00:00Z,+1994-02-18T00:00:00Z,Q5355372,NA,NA,NA,0
Q6779260,+1947-04-12T00:00:00Z,Q478302,NA,Q18912794,+1987-07-11T00:00:00Z,+1996-03-02T00:00:00Z,Q2973572,Q6380180,Q5240870,NA,0
Q6779376,+1955-06-16T00:00:00Z,Q3141,NA,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q666416,Q7154532,Q4934454,NA,0
Q6779926,+1962-12-25T00:00:00Z,Q2160329,NA,Q6814428,+2007-06-12T00:00:00Z,+2012-08-14T00:00:00Z,Q56649110,Q4768766,Q454233,NA,0
Q6789423,+1972-09-06T00:00:00Z,Q3130,NA,Q6814428,+2011-07-01T00:00:00Z,+2013-08-09T00:00:00Z,Q56649105,Q16206062,NA,NA,0
Q6789423,+1972-09-06T00:00:00Z,Q3130,NA,Q18912794,+2013-09-07T00:00:00Z,NA,Q2973695,NA,Q528907,NA,0
Q6791117,+1856-09-30T00:00:00Z,Q793283,+1947-08-28T00:00:00Z,Q6814428,+1917-07-01T00:00:00Z,+1935-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6791117,+1856-09-30T00:00:00Z,Q793283,+1947-08-28T00:00:00Z,Q18526194,+1893-04-29T00:00:00Z,+1896-05-21T00:00:00Z,Q5356033,Q3525117,Q16043841,NA,0
Q6791117,+1856-09-30T00:00:00Z,Q793283,+1947-08-28T00:00:00Z,Q18526194,+1899-12-23T00:00:00Z,+1902-05-11T00:00:00Z,Q5355379,Q19874180,Q6132824,NA,0
Q6792892,+1880-11-19T00:00:00Z,Q14935166,+1944-03-31T00:00:00Z,Q18534408,NA,NA,NA,NA,NA,NA,0
Q6792892,+1880-11-19T00:00:00Z,Q14935166,+1944-03-31T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1943-08-21T00:00:00Z,Q5284495,Q4908307,Q15516539,NA,0
Q6792965,+1878-00-00T00:00:00Z,Q6919889,+1945-08-09T00:00:00Z,Q18912794,+1928-11-17T00:00:00Z,+1929-10-12T00:00:00Z,Q1073964,Q5078842,Q7325742,NA,0
Q6793370,+1944-05-29T00:00:00Z,Q18125,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q5284570,Q4910261,Q4910261,NA,0
Q6794626,+1939-01-09T00:00:00Z,Q339527,NA,Q18912794,+1975-12-13T00:00:00Z,+1984-12-01T00:00:00Z,Q2973900,NA,Q5560501,NA,0
Q6794626,+1939-01-09T00:00:00Z,Q339527,NA,Q18912794,+1984-12-01T00:00:00Z,+1993-02-08T00:00:00Z,Q1878928,Q5272614,NA,NA,0
Q6794741,+1914-05-30T00:00:00Z,Q604283,+1967-05-18T00:00:00Z,Q18912794,+1940-09-21T00:00:00Z,+1949-12-10T00:00:00Z,Q2973888,Q5216891,Q16006410,NA,0
Q6794766,+1912-04-27T00:00:00Z,Q3141,+1988-11-27T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1974-05-18T00:00:00Z,Q5284530,Q6204942,Q6204254,NA,0
Q6795058,+1924-08-03T00:00:00Z,Q3141,+2013-03-21T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1975-12-13T00:00:00Z,Q2973650,Q2284634,Q6521928,NA,0
Q6795136,+1913-01-22T00:00:00Z,Q705705,+1962-09-02T00:00:00Z,Q6814428,+1962-07-01T00:00:00Z,+1962-09-02T00:00:00Z,Q56649111,Q5546227,NA,NA,0
Q6810663,+1934-08-30T00:00:00Z,Q3772642,NA,Q18912794,+1974-05-18T00:00:00Z,+1983-03-05T00:00:00Z,Q2973485,Q7982649,Q6237363,NA,0
Q6820797,+1917-10-07T00:00:00Z,Q7417154,+1988-10-21T00:00:00Z,Q6814428,+1974-05-18T00:00:00Z,+1975-11-11T00:00:00Z,Q56649108,NA,NA,NA,0
Q6820797,+1917-10-07T00:00:00Z,Q7417154,+1988-10-21T00:00:00Z,Q19007285,+1964-05-02T00:00:00Z,+1974-04-12T00:00:00Z,Q5284518,Q16114375,NA,NA,0
Q6820922,+1920-08-18T00:00:00Z,Q2925842,+2009-12-13T00:00:00Z,Q18912794,+1966-11-26T00:00:00Z,+1969-10-25T00:00:00Z,Q1073721,Q1689055,Q7307841,NA,0
Q6828506,+1930-07-06T00:00:00Z,Q3130,NA,Q6814428,+1985-07-01T00:00:00Z,+1996-09-09T00:00:00Z,Q56649105,Q4909373,NA,NA,0
Q6828506,+1930-07-06T00:00:00Z,Q3130,NA,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q2973728,Q5145202,Q1700698,NA,0
Q6828513,+1937-01-21T00:00:00Z,Q84,NA,Q6814428,+1987-07-11T00:00:00Z,+1996-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q6828513,+1937-01-21T00:00:00Z,Q84,NA,Q7241304,+1994-02-01T00:00:00Z,+1996-08-20T00:00:00Z,NA,Q6759831,Q6394660,19,0
Q6829317,+1945-03-16T00:00:00Z,Q1821710,NA,Q18912794,+1984-12-01T00:00:00Z,+1998-08-31T00:00:00Z,Q2973799,Q7822766,NA,NA,0
Q6829425,+1885-01-26T00:00:00Z,Q178626,+1959-11-02T00:00:00Z,Q18912794,+1917-05-05T00:00:00Z,+1922-12-16T00:00:00Z,Q5284493,NA,Q1708668,NA,0
Q6829697,+1955-02-16T00:00:00Z,Q3141,NA,Q18912794,+1998-10-03T00:00:00Z,+2019-04-11T00:00:00Z,Q2973755,NA,Q5136942,NA,0
Q6829967,+1938-03-02T00:00:00Z,Q705829,NA,Q18912794,+1980-10-18T00:00:00Z,+1996-01-21T00:00:00Z,Q2973650,Q381902,Q2284634,NA,0
Q6830267,+1974-03-23T00:00:00Z,Q175262,NA,Q18912794,+2004-10-09T00:00:00Z,+2007-11-24T00:00:00Z,Q2887271,Q6207951,Q6837187,NA,0
Q6830267,+1974-03-23T00:00:00Z,Q175262,NA,Q19007285,+2010-03-20T00:00:00Z,NA,Q5284494,NA,NA,NA,0
Q6830370,+1952-01-11T00:00:00Z,NA,NA,Q6814428,+1994-05-10T00:00:00Z,+2011-06-30T00:00:00Z,Q56649105,NA,Q5593180,NA,0
Q6830999,+1951-08-25T00:00:00Z,Q3130,NA,NA,NA,NA,NA,NA,NA,NA,0
Q6831178,+1938-11-16T00:00:00Z,Q40191,+2013-06-19T00:00:00Z,Q19007285,+1992-02-01T00:00:00Z,+1998-08-29T00:00:00Z,Q5284518,NA,NA,NA,0
Q6831178,+1938-11-16T00:00:00Z,Q40191,+2013-06-19T00:00:00Z,Q19299542,+1966-05-14T00:00:00Z,+1974-05-25T00:00:00Z,Q5356221,Q7174695,Q16079679,NA,0
Q6831178,+1938-11-16T00:00:00Z,Q40191,+2013-06-19T00:00:00Z,Q18912794,+1975-12-13T00:00:00Z,+1987-07-11T00:00:00Z,Q784520,Q15525005,Q6226433,NA,0
Q6831178,+1938-11-16T00:00:00Z,Q40191,+2013-06-19T00:00:00Z,Q19007285,+2001-08-21T00:00:00Z,+2010-03-20T00:00:00Z,Q5284518,NA,Q524500,NA,0
Q6831690,+1970-01-31T00:00:00Z,Q8646,NA,Q18912794,+2001-11-10T00:00:00Z,+2010-08-21T00:00:00Z,Q2973824,Q6152639,Q6526624,NA,0
Q6831813,+1972-03-19T00:00:00Z,Q3183,NA,Q6865898,+2013-09-18T00:00:00Z,+2017-12-20T00:00:00Z,NA,NA,Q6162219,NA,0
Q6831813,+1972-03-19T00:00:00Z,Q3183,NA,Q18912794,+2004-10-09T00:00:00Z,+2019-04-11T00:00:00Z,Q2973853,Q64585316,Q6155064,NA,0
Q6832113,+1961-06-08T00:00:00Z,NA,NA,Q4818607,NA,NA,NA,NA,NA,NA,0
Q6832154,+1957-03-24T00:00:00Z,Q3130,NA,Q18912794,+1984-12-01T00:00:00Z,+2001-11-10T00:00:00Z,Q509342,Q6388605,NA,NA,0
Q6832407,+1938-10-27T00:00:00Z,Q187859,+2015-05-09T00:00:00Z,Q18912794,+1969-10-25T00:00:00Z,+1994-02-18T00:00:00Z,Q1074025,Q348577,Q5345396,NA,0
Q6832422,+1943-02-25T00:00:00Z,Q149830,NA,Q6814428,+1981-07-01T00:00:00Z,+1990-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6832447,+1936-07-11T00:00:00Z,Q3130,+2013-09-29T00:00:00Z,Q18912794,+1982-03-13T00:00:00Z,+1987-07-11T00:00:00Z,Q666416,Q4934454,Q356261,NA,0
Q6832447,+1936-07-11T00:00:00Z,Q3130,+2013-09-29T00:00:00Z,Q19202748,+1973-11-17T00:00:00Z,+1982-01-26T00:00:00Z,Q3032096,Q6249930,Q7307747,NA,0
Q6832641,+1964-08-02T00:00:00Z,Q459600,NA,Q18912794,+2010-08-21T00:00:00Z,NA,Q2973933,NA,Q6380209,NA,0
Q6832641,+1964-08-02T00:00:00Z,Q459600,NA,Q5261065,+2018-02-26T00:00:00Z,NA,NA,NA,Q4861362,18,0
Q6833958,+1954-02-13T00:00:00Z,Q17856,NA,Q6865985,+2013-09-18T00:00:00Z,+2015-09-21T00:00:00Z,NA,NA,NA,NA,0
Q6833958,+1954-02-13T00:00:00Z,Q17856,NA,Q7574624,+2013-09-18T00:00:00Z,+2015-09-21T00:00:00Z,NA,NA,NA,NA,0
Q6833958,+1954-02-13T00:00:00Z,Q17856,NA,Q6814428,+2005-07-01T00:00:00Z,+2016-02-28T00:00:00Z,Q56649112,Q23016290,NA,NA,0
Q6833958,+1954-02-13T00:00:00Z,Q17856,NA,Q18912794,+1990-03-24T00:00:00Z,+2001-10-08T00:00:00Z,Q2973434,Q5052776,Q6248727,NA,0
Q6834934,+1934-11-04T00:00:00Z,Q40191,NA,Q6814428,+1971-07-01T00:00:00Z,+1987-06-05T00:00:00Z,Q56649108,NA,NA,NA,0
Q6835445,+1956-11-07T00:00:00Z,Q3141,NA,Q18912794,+1987-07-11T00:00:00Z,+1998-10-03T00:00:00Z,Q5284509,Q4766888,Q5702789,NA,0
Q6835445,+1956-11-07T00:00:00Z,Q3141,NA,Q6865821,+1996-03-11T00:00:00Z,+1998-10-21T00:00:00Z,NA,NA,NA,NA,0
Q6835445,+1956-11-07T00:00:00Z,Q3141,NA,Q18912794,+1998-10-03T00:00:00Z,+2001-10-08T00:00:00Z,Q2973490,Q16197257,Q4932666,NA,0
Q6837187,+1968-03-06T00:00:00Z,Q339527,NA,Q18912794,+1998-10-03T00:00:00Z,+2004-10-09T00:00:00Z,Q2887271,Q6830267,Q7971193,NA,0
Q6837187,+1968-03-06T00:00:00Z,Q339527,NA,Q19007285,+2006-03-18T00:00:00Z,NA,Q5284494,NA,NA,NA,0
Q6837228,+1971-11-16T00:00:00Z,Q3130,NA,Q18912794,+2010-08-21T00:00:00Z,NA,Q2973632,NA,Q6688848,NA,0
Q6838109,+1935-03-21T00:00:00Z,Q985428,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q5284539,Q5592223,Q5494857,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q6814428,+1928-11-17T00:00:00Z,+1935-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q18220900,+1918-04-06T00:00:00Z,+1921-04-09T00:00:00Z,Q16255900,NA,NA,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q18220900,+1924-04-05T00:00:00Z,+1927-03-26T00:00:00Z,Q16255900,NA,NA,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q18220900,+1938-03-19T00:00:00Z,+1960-09-22T00:00:00Z,Q5355421,Q18808306,NA,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q6508561,+1949-00-00T00:00:00Z,+1960-09-22T00:00:00Z,NA,NA,NA,NA,0
Q6838385,+1893-04-12T00:00:00Z,Q9383359,+1960-09-22T00:00:00Z,Q56271854,+1949-00-00T00:00:00Z,+1960-09-22T00:00:00Z,NA,Q15500898,Q7349266,NA,0
Q6848451,+1948-02-10T00:00:00Z,Q4930845,NA,Q18912794,+1988-02-06T00:00:00Z,+1990-03-24T00:00:00Z,Q2973361,Q4932039,Q5106949,NA,0
Q6857925,+1921-07-23T00:00:00Z,Q437,+2008-06-05T00:00:00Z,Q6814428,+1975-12-13T00:00:00Z,+1985-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q6859544,+1846-12-01T00:00:00Z,Q3410,+1941-09-01T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1906-12-12T00:00:00Z,Q917665,Q6317599,Q7792092,NA,0
Q6880868,+1967-01-16T00:00:00Z,Q3130,NA,Q6814428,+2004-03-31T00:00:00Z,+2019-08-16T00:00:00Z,Q56649112,Q7422387,Q3430463,NA,0
Q6880868,+1967-01-16T00:00:00Z,Q3130,NA,Q11796917,+2015-09-21T00:00:00Z,+2019-05-29T00:00:00Z,NA,Q7150671,Q927550,NA,0
Q6915775,+1882-11-21T00:00:00Z,Q3108740,+1951-03-06T00:00:00Z,Q18912794,+1919-12-13T00:00:00Z,+1925-11-14T00:00:00Z,Q5284489,Q7965790,Q1488379,NA,0
Q6915775,+1882-11-21T00:00:00Z,Q3108740,+1951-03-06T00:00:00Z,Q18912794,+1929-10-12T00:00:00Z,+1934-08-07T00:00:00Z,Q5284489,NA,Q7965790,NA,0
Q6916542,+1927-02-18T00:00:00Z,Q995005,NA,Q18912794,+1969-10-25T00:00:00Z,+1983-02-04T00:00:00Z,Q2973742,Q4706772,Q7184432,NA,0
Q6939440,+1940-09-14T00:00:00Z,Q187861,NA,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q1073695,Q6198202,Q4934353,NA,0
Q6939517,+1973-01-20T00:00:00Z,Q34932,NA,Q18526194,+2009-03-21T00:00:00Z,+2012-03-24T00:00:00Z,Q5355389,Q7803885,Q7356405,NA,0
Q6939517,+1973-01-20T00:00:00Z,Q34932,NA,Q6814428,+2016-07-02T00:00:00Z,NA,Q56649111,NA,NA,NA,0
Q6947670,+1875-11-12T00:00:00Z,Q377975,+1932-08-21T00:00:00Z,Q6814428,+1913-07-01T00:00:00Z,+1920-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6947670,+1875-11-12T00:00:00Z,Q377975,+1932-08-21T00:00:00Z,Q18526194,+1909-10-02T00:00:00Z,+1912-04-27T00:00:00Z,Q5355141,Q19871829,Q5481617,NA,0
Q6947670,+1875-11-12T00:00:00Z,Q377975,+1932-08-21T00:00:00Z,Q18526194,+1920-10-09T00:00:00Z,+1929-05-11T00:00:00Z,Q5355949,Q20645202,Q20031321,NA,0
Q6962576,+1912-11-12T00:00:00Z,Q5112,+2005-09-04T00:00:00Z,Q6814428,+1955-10-11T00:00:00Z,+1961-12-08T00:00:00Z,Q56649110,Q16015452,Q5542345,NA,0
Q6962576,+1912-11-12T00:00:00Z,Q5112,+2005-09-04T00:00:00Z,Q6814428,+1961-12-09T00:00:00Z,+1965-06-30T00:00:00Z,Q56649110,NA,Q16015452,NA,0
Q6962576,+1912-11-12T00:00:00Z,Q5112,+2005-09-04T00:00:00Z,Q6814428,+1968-07-01T00:00:00Z,+1974-04-11T00:00:00Z,Q56649110,NA,NA,NA,0
Q6968504,+1969-09-09T00:00:00Z,Q5112,NA,Q6814428,+1995-11-29T00:00:00Z,+2008-06-30T00:00:00Z,Q56649110,NA,Q6227293,NA,0
Q6968504,+1969-09-09T00:00:00Z,Q5112,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q6984063,+1933-10-24T00:00:00Z,Q339527,NA,Q18912794,+1977-12-10T00:00:00Z,+1994-02-11T00:00:00Z,Q5284496,Q6777622,Q6776272,NA,0
Q6984063,+1933-10-24T00:00:00Z,Q339527,NA,Q6865821,+1987-07-24T00:00:00Z,+1990-04-04T00:00:00Z,NA,NA,NA,NA,0
Q6988239,+1944-06-07T00:00:00Z,Q7960016,NA,Q7574256,+1998-11-10T00:00:00Z,+2004-11-16T00:00:00Z,NA,Q2646347,Q5982908,24,0
Q6988239,+1944-06-07T00:00:00Z,Q7960016,NA,Q18912794,+1983-03-05T00:00:00Z,+2004-11-16T00:00:00Z,Q1073964,Q5233587,Q5534632,NA,0
Q6988239,+1944-06-07T00:00:00Z,Q7960016,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
