names,page,first_name,title,electorate,house,party
Peake,https://members.parliament.sa.gov.au/Detail.aspx?pid=3719,Edward,Mr,The Burra and Clare,House of Assembly,Unknown
Pearce,https://members.parliament.sa.gov.au/Detail.aspx?pid=3720,George,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Pearce,https://members.parliament.sa.gov.au/Detail.aspx?pid=4167,James,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Pearson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3853,Rex,Mr,Flinders,House of Assembly,Unknown
Pearson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3852,Sir Glen,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Pedler,https://members.parliament.sa.gov.au/Detail.aspx?pid=3854,John,Mr,Wallaroo,House of Assembly,Unknown
Pegler,https://members.parliament.sa.gov.au/Detail.aspx?pid=4344,Don,Mr,Served in Multiple Electorates,House of Assembly,Independent
Penfold,https://members.parliament.sa.gov.au/Detail.aspx?pid=548,Liz,Mrs,Flinders,House of Assembly,Liberal Party
Pengilly,https://members.parliament.sa.gov.au/Detail.aspx?pid=3121,Michael,Mr,Finniss,House of Assembly,Liberal Party
Perry MBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=4168,Sir Frank, ,Served in Multiple Electorates,Represented multiple houses,LCL
Peterson,https://members.parliament.sa.gov.au/Detail.aspx?pid=2559,Norm,Hon,Semaphore,House of Assembly,Independent Labor
Petherick,https://members.parliament.sa.gov.au/Detail.aspx?pid=3855,Vernon,Mr,Victoria,House of Assembly,Unknown
Pfitzner,https://members.parliament.sa.gov.au/Detail.aspx?pid=2560,Bernice,Dr,Served in Multiple Electorates,Legislative Council,Liberal Party
Pflaum,https://members.parliament.sa.gov.au/Detail.aspx?pid=3856,Friedrich,Mr,Murray,House of Assembly,Unknown
Pick,https://members.parliament.sa.gov.au/Detail.aspx?pid=3857,John,Mr,Burra Burra,House of Assembly,Unknown
Pickering,https://members.parliament.sa.gov.au/Detail.aspx?pid=4169,John,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Pickles,https://members.parliament.sa.gov.au/Detail.aspx?pid=579,Carolyn,Hon,Unknown,Legislative Council,Australian Labor Party
Playford GCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3858,Sir Thomas,Hon,Served in Multiple Electorates,House of Assembly,Liberal and Country League
Playford II,https://members.parliament.sa.gov.au/Detail.aspx?pid=3938,Thomas,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Plunkett,https://members.parliament.sa.gov.au/Detail.aspx?pid=2590,Keith ,Mr,Peake,House of Assembly,Australian Labor Party
Ponder,https://members.parliament.sa.gov.au/Detail.aspx?pid=3939,William,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Portolesi,https://members.parliament.sa.gov.au/Detail.aspx?pid=3127,Grace,Hon,Hartley,House of Assembly,Australian Labor Party
Potter,https://members.parliament.sa.gov.au/Detail.aspx?pid=4128,Frank,Hon,Served in Multiple Electorates,Legislative Council,Represented multiple parties
Poynton OBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3940,Alexander,Hon,Flinders,House of Assembly,Independent Labor
Price,https://members.parliament.sa.gov.au/Detail.aspx?pid=3941,John,Mr,Port Adelaide,House of Assembly,Unknown
Price,https://members.parliament.sa.gov.au/Detail.aspx?pid=3942,Tom,Mr,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Prosser,https://members.parliament.sa.gov.au/Detail.aspx?pid=4129,George,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Quin,https://members.parliament.sa.gov.au/Detail.aspx?pid=3943,William,Mr,Port Adelaide,House of Assembly,Unknown
Quirke,https://members.parliament.sa.gov.au/Detail.aspx?pid=2561,John,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Quirke,https://members.parliament.sa.gov.au/Detail.aspx?pid=3984,Percival,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Ralston,https://members.parliament.sa.gov.au/Detail.aspx?pid=3944,Ronald,Mr,Mount Gambier,House of Assembly,Australian Labor Party
Ramsay,https://members.parliament.sa.gov.au/Detail.aspx?pid=4170,James,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Randall,https://members.parliament.sa.gov.au/Detail.aspx?pid=2562,Robert,Mr,Henley Beach,House of Assembly,Liberal Party
Randell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3945,John,Mr,Murray,House of Assembly,Unknown
Randell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3946,William,Mr,Gumeracha,House of Assembly,Unknown
Rankine,https://members.parliament.sa.gov.au/Detail.aspx?pid=4231,James,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Rankine,https://members.parliament.sa.gov.au/Detail.aspx?pid=614,Jennifer,Hon,Wright,Represented multiple houses,Australian Labor Party
Rankine,https://members.parliament.sa.gov.au/Detail.aspx?pid=4130,John,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Rann AC,https://members.parliament.sa.gov.au/Detail.aspx?pid=634,Mike,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Rau SC,https://members.parliament.sa.gov.au/Detail.aspx?pid=1810,John,Hon,Enfield,House of Assembly,Australian Labor Party
Redford,https://members.parliament.sa.gov.au/Detail.aspx?pid=602,Angus,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Redmond,https://members.parliament.sa.gov.au/Detail.aspx?pid=1813,Isobel,Ms,Heysen,House of Assembly,Liberal Party
Rees,https://members.parliament.sa.gov.au/Detail.aspx?pid=3947,Rowland,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Reidy,https://members.parliament.sa.gov.au/Detail.aspx?pid=3948,Peter,Mr,Victoria,House of Assembly,Unknown
Reynolds,https://members.parliament.sa.gov.au/Detail.aspx?pid=2649,Kate,Ms,Served in Multiple Electorates,Legislative Council,Democrats
Reynolds,https://members.parliament.sa.gov.au/Detail.aspx?pid=4232,Thomas,Hon,Served in Multiple Electorates,Represented multiple houses,Pre-Party System
Richards,https://members.parliament.sa.gov.au/Detail.aspx?pid=3949,Herbert,Mr,Sturt,House of Assembly,Unknown
Richards,https://members.parliament.sa.gov.au/Detail.aspx?pid=3950,John,Mr,Wallaroo,House of Assembly,Unknown
Richards,https://members.parliament.sa.gov.au/Detail.aspx?pid=3951,Robert,Hon,Wallaroo,House of Assembly,Premiers Plan Labor
Richardson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4131,Oliver,Mr,unknown,Legislative Council,Unknown
Riches CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3822,Lindsay,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Riddoch,https://members.parliament.sa.gov.au/Detail.aspx?pid=4171,George,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Riddoch,https://members.parliament.sa.gov.au/Detail.aspx?pid=3823,John,Mr,Victoria,House of Assembly,Unknown
Ritchie KCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=4172,Sir George,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Ritson,https://members.parliament.sa.gov.au/Detail.aspx?pid=2563,Robert,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Roberts,https://members.parliament.sa.gov.au/Detail.aspx?pid=3952,Ernest,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Roberts,https://members.parliament.sa.gov.au/Detail.aspx?pid=576,Ron,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Roberts,https://members.parliament.sa.gov.au/Detail.aspx?pid=575,Terance,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Robertson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3953,Allan,Mr,Wooroora,House of Assembly,Unknown
Robertson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3954,Derek,Mr,Bright,House of Assembly,Australian Labor Party
Robinson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3955,Albert,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Robinson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4043,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Robinson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4044,William,Hon,Served in Multiple Electorates,Legislative Council,LCL
Rodda,https://members.parliament.sa.gov.au/Detail.aspx?pid=2564,Alan,Mr,Victoria,House of Assembly,Represented multiple parties
Rogers,https://members.parliament.sa.gov.au/Detail.aspx?pid=3956,William,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Rosenberg,https://members.parliament.sa.gov.au/Detail.aspx?pid=2565,Lorraine,Mrs,Kaurna,House of Assembly,Liberal Party
Ross,https://members.parliament.sa.gov.au/Detail.aspx?pid=3957,Sir Robert, ,Served in Multiple Electorates,House of Assembly,Pre-Party System
Rossi,https://members.parliament.sa.gov.au/Detail.aspx?pid=2566,Joe,Mr,Lee,House of Assembly,Liberal Party
Rounsevell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3813,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Rounsevell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3814,William,Hon,Served in Multiple Electorates,House of Assembly,Unknown
Rowe,https://members.parliament.sa.gov.au/Detail.aspx?pid=4045,Colin,Mr,Served in Multiple Electorates,Legislative Council,Liberal and Country League
Rowe,https://members.parliament.sa.gov.au/Detail.aspx?pid=3815,John,Mr,Light,House of Assembly,Unknown
Rudall,https://members.parliament.sa.gov.au/Detail.aspx?pid=4221,Reginald,Hon,Served in Multiple Electorates,Represented multiple houses,LCL
Rudall,https://members.parliament.sa.gov.au/Detail.aspx?pid=3976,Samuel,Mr,Barossa,House of Assembly,Unknown
Russack OAM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2603,Edwin,Mr,Served in Multiple Electorates,Represented multiple houses,Liberal Party
Russell,https://members.parliament.sa.gov.au/Detail.aspx?pid=4222,William,Mr,Served in Multiple Electorates,Represented multiple houses,Represented multiple parties
Ryan,https://members.parliament.sa.gov.au/Detail.aspx?pid=3977,John,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Ryan,https://members.parliament.sa.gov.au/Detail.aspx?pid=3978,Thomas,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Rymill,https://members.parliament.sa.gov.au/Detail.aspx?pid=4132,Sir Arthur,Hon,Served in Multiple Electorates,Legislative Council,Represented multiple parties
Salom,https://members.parliament.sa.gov.au/Detail.aspx?pid=4146,Maurice,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Sandford,https://members.parliament.sa.gov.au/Detail.aspx?pid=4133,Alexander,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Sandford,https://members.parliament.sa.gov.au/Detail.aspx?pid=4134,Sir James,Hon,Served in Multiple Electorates,Legislative Council,Liberal and Country League
Sandover,https://members.parliament.sa.gov.au/Detail.aspx?pid=4223,William,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Santo,https://members.parliament.sa.gov.au/Detail.aspx?pid=4224,Philip,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Scalzi,https://members.parliament.sa.gov.au/Detail.aspx?pid=540,Joe,Mr,Hartley,House of Assembly,Liberal Party
Scammell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3914,Luther,Mr,West Torrens,House of Assembly,Unknown
Schaefer,https://members.parliament.sa.gov.au/Detail.aspx?pid=597,Caroline,Hon,The State (LC),Legislative Council,Liberal Party
Scherk,https://members.parliament.sa.gov.au/Detail.aspx?pid=3915,Johann,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Schmidt,https://members.parliament.sa.gov.au/Detail.aspx?pid=2567,Ivar,Mr,Mawson,House of Assembly,Represented multiple parties
Scott,https://members.parliament.sa.gov.au/Detail.aspx?pid=4135,Abraham,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Scott,https://members.parliament.sa.gov.au/Detail.aspx?pid=4136,Henry,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Scott,https://members.parliament.sa.gov.au/Detail.aspx?pid=4137,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Sellar,https://members.parliament.sa.gov.au/Detail.aspx?pid=3916,James,Mr,Adelaide,House of Assembly,Unknown
Senior,https://members.parliament.sa.gov.au/Detail.aspx?pid=3917,William,Mr,Victoria and Albert,House of Assembly,Unknown
Shannon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3918,David,Mr,Light,House of Assembly,Unknown
Shannon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3920,James,Mr,Light,House of Assembly,Unknown
Shannon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3921,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Shannon CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3919,Howard,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Shard,https://members.parliament.sa.gov.au/Detail.aspx?pid=2591,Bert,Hon,Served in Multiple Electorates,Represented multiple houses,Australian Labor Party
Shepherd MM,https://members.parliament.sa.gov.au/Detail.aspx?pid=3922,Eric,Mr,Victoria,House of Assembly,Australian Labor Party
Short,https://members.parliament.sa.gov.au/Detail.aspx?pid=3923,Arthur,Mr,Yorke Peninsula,House of Assembly,Unknown
Sibbons,https://members.parliament.sa.gov.au/Detail.aspx?pid=4337,Alan,Mr,Mitchell,House of Assembly,Australian Labor Party
Simmons,https://members.parliament.sa.gov.au/Detail.aspx?pid=3129,Lindsay,Ms,Morialta,House of Assembly,Australian Labor Party
Simmons AM DFC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3924,Donald,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Simms,https://members.parliament.sa.gov.au/Detail.aspx?pid=4225,William,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Simpson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4138,Alfred,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Sinclair,https://members.parliament.sa.gov.au/Detail.aspx?pid=3859,John,Mr,West Torrens,House of Assembly,Unknown
Slater,https://members.parliament.sa.gov.au/Detail.aspx?pid=2600,Jack,Hon,Gilles,House of Assembly,Australian Labor Party
Smeaton,https://members.parliament.sa.gov.au/Detail.aspx?pid=3860,Thomas,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Smedley,https://members.parliament.sa.gov.au/Detail.aspx?pid=3861,Carrington,Mr,Light,House of Assembly,Unknown
Smillie,https://members.parliament.sa.gov.au/Detail.aspx?pid=4139,William,Mr,unknown,Legislative Council,Unknown
Smith,https://members.parliament.sa.gov.au/Detail.aspx?pid=3862,Clement,Mr,Victoria,House of Assembly,Unknown
Smith,https://members.parliament.sa.gov.au/Detail.aspx?pid=3934,Frank,Mr,Glenelg,House of Assembly,Unknown
Smith,https://members.parliament.sa.gov.au/Detail.aspx?pid=3935,Jacob,Mr,Port Adelaide,House of Assembly,Unknown
Smith KCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=4226,Sir Edwin, ,Served in Multiple Electorates,Represented multiple houses,Unknown
Sneath,https://members.parliament.sa.gov.au/Detail.aspx?pid=1704,Bob,Hon,Unknown,Legislative Council,Australian Labor Party
Snelling,https://members.parliament.sa.gov.au/Detail.aspx?pid=627,Jack,Hon,Playford,House of Assembly,Australian Labor Party
Solomon,https://members.parliament.sa.gov.au/Detail.aspx?pid=4227,Emanuel,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Solomon,https://members.parliament.sa.gov.au/Detail.aspx?pid=4228,Judah,Mr,Served in Multiple Electorates,Represented multiple houses,Conservative
Solomon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3936,Saul,Mr,East Torrens,House of Assembly,Unknown
Solomon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3937,Vaiben,Hon,Northern Territory,House of Assembly,Unknown
Southcott AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2568,Heather,Mrs,Served in Multiple Electorates,House of Assembly,Democrats
Southwood,https://members.parliament.sa.gov.au/Detail.aspx?pid=3979,John,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Soward,https://members.parliament.sa.gov.au/Detail.aspx?pid=3980,George,Mr,Torrens,House of Assembly,Unknown
Spence,https://members.parliament.sa.gov.au/Detail.aspx?pid=4140,John,Mr,unknown,Legislative Council,Unknown
Spicer,https://members.parliament.sa.gov.au/Detail.aspx?pid=3981,Frederick,Mr,The Sturt,House of Assembly,Unknown
Springett,https://members.parliament.sa.gov.au/Detail.aspx?pid=4141,Victor,Hon,Served in Multiple Electorates,Legislative Council,LCL
Staniford,https://members.parliament.sa.gov.au/Detail.aspx?pid=3982,Frank,Mr,Murray,House of Assembly,Unknown
Steele OBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3824,Joyce,Mrs,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Stefani AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=593,Julian,Hon ,Served in Multiple Electorates,Legislative Council,Liberal Party
Stephen,https://members.parliament.sa.gov.au/Detail.aspx?pid=4142,George,Mr,unknown,Legislative Council,Unknown
Stephens,https://members.parliament.sa.gov.au/Detail.aspx?pid=4143,Edward,Mr,unknown,Legislative Council,Unknown
Stephens,https://members.parliament.sa.gov.au/Detail.aspx?pid=3825,James,Mr,Port Adelaide,House of Assembly,Australian Labor Party
Stevens,https://members.parliament.sa.gov.au/Detail.aspx?pid=534,Lea,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Stevenson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3826,George,Mr,East Torrens,House of Assembly,Unknown
Stewart,https://members.parliament.sa.gov.au/Detail.aspx?pid=3827,James,Mr,Noarlunga,House of Assembly,Unknown
Stirling,https://members.parliament.sa.gov.au/Detail.aspx?pid=4144,Edward,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Stirling CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=3828,Sir Edward,Prof,Served in Multiple Electorates,House of Assembly,Unknown
Stirling KCMG OBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=4030,Sir Lancelot, ,Served in Multiple Electorates,Represented multiple houses,Represented multiple parties
Stock,https://members.parliament.sa.gov.au/Detail.aspx?pid=3829,William,Mr,Sturt,House of Assembly,Unknown
Stokes,https://members.parliament.sa.gov.au/Detail.aspx?pid=3830,Francis,Mr,Mount Barker,House of Assembly,Unknown
Storrie,https://members.parliament.sa.gov.au/Detail.aspx?pid=4145,William,Mr,unknown,Legislative Council,Unknown
Story,https://members.parliament.sa.gov.au/Detail.aspx?pid=2592,Clarence,Hon,Served in Multiple Electorates,Legislative Council,Liberal Party
Stott CBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3985,Tom,Hon,Served in Multiple Electorates,House of Assembly,Independent
Stow,https://members.parliament.sa.gov.au/Detail.aspx?pid=4031,Augustine,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Stow QC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3986,Randolph,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Strangeways,https://members.parliament.sa.gov.au/Detail.aspx?pid=3928,Thomas,Mr,unknown,Legislative Council,Unknown
Strangways,https://members.parliament.sa.gov.au/Detail.aspx?pid=3983,Henry,Hon,Served in Multiple Electorates,House of Assembly,Pre-Party System
Sturt,https://members.parliament.sa.gov.au/Detail.aspx?pid=3929,Charles,Captain,unknown,Legislative Council,Unknown
Styles,https://members.parliament.sa.gov.au/Detail.aspx?pid=3930,Alfred,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Such,https://members.parliament.sa.gov.au/Detail.aspx?pid=2819,Bob,Hon Dr,Fisher,House of Assembly,Represented multiple parties
Sudholz,https://members.parliament.sa.gov.au/Detail.aspx?pid=3987,Johann,Mr,Barossa,House of Assembly,Unknown
Sumner AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2569,Christopher,Hon,Served in Multiple Electorates,Legislative Council,Australian Labor Party
Sutherland,https://members.parliament.sa.gov.au/Detail.aspx?pid=3988,David,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Sutton,https://members.parliament.sa.gov.au/Detail.aspx?pid=3989,Albert,Mr,East Torrens,House of Assembly,Unknown
Symon KCMG KC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3990,Sir Josiah,Hon,Served in Multiple Electorates,House of Assembly,Represented multiple parties
Tapping,https://members.parliament.sa.gov.au/Detail.aspx?pid=3991,Harold,Mr,Semaphore,House of Assembly,Australian Labor Party
Tarlton,https://members.parliament.sa.gov.au/Detail.aspx?pid=3931,Robert,Mr,unknown,Legislative Council,Unknown
Tassie,https://members.parliament.sa.gov.au/Detail.aspx?pid=3932,Henry,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Taylor,https://members.parliament.sa.gov.au/Detail.aspx?pid=3992,Benjamin,Mr,West Torrens,House of Assembly,Unknown
Tennant,https://members.parliament.sa.gov.au/Detail.aspx?pid=4032,Andrew,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Teusner CMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=2593,Bert,Hon,Angas,House of Assembly,Represented multiple parties
Thompson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3993,Albert,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Thompson,https://members.parliament.sa.gov.au/Detail.aspx?pid=530,Gay,Ms,Reynell,House of Assembly,Australian Labor Party
Thompson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4041,Henry,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Thompson,https://members.parliament.sa.gov.au/Detail.aspx?pid=3994,Thomas,Mr,Port Adelaide,House of Assembly,Unknown
Threadgold,https://members.parliament.sa.gov.au/Detail.aspx?pid=3995,William,Mr,Port Pirie,House of Assembly,Unknown
Tiernan,https://members.parliament.sa.gov.au/Detail.aspx?pid=2594,Joe,Mr,Torrens,House of Assembly,Liberal Party
Tinline,https://members.parliament.sa.gov.au/Detail.aspx?pid=4042,George,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Tomkinson,https://members.parliament.sa.gov.au/Detail.aspx?pid=4033,Samuel,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Tonkin AO,https://members.parliament.sa.gov.au/Detail.aspx?pid=2604,David,Hon Dr,Bragg,House of Assembly,Liberal Party
Torrens GCMG,https://members.parliament.sa.gov.au/Detail.aspx?pid=4012,Sir Robert, ,Served in Multiple Electorates,Represented multiple houses,Pre-Party System
Tossell,https://members.parliament.sa.gov.au/Detail.aspx?pid=3996,Henry,Mr,Yorke Peninsula,House of Assembly,Unknown
Townsend,https://members.parliament.sa.gov.au/Detail.aspx?pid=3997,William,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Trainer OAM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2570,John,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Travers,https://members.parliament.sa.gov.au/Detail.aspx?pid=3998,John,Mr,Flinders,House of Assembly,Unknown
Travers QC,https://members.parliament.sa.gov.au/Detail.aspx?pid=3999,John,Hon,Torrens,House of Assembly,Represented multiple parties
Trimmer,https://members.parliament.sa.gov.au/Detail.aspx?pid=4000,William,Mr,Noarlunga,House of Assembly,Unknown
Tucker,https://members.parliament.sa.gov.au/Detail.aspx?pid=4001,Charles,Mr,Served in Multiple Electorates,House of Assembly,Unknown
Tuxford,https://members.parliament.sa.gov.au/Detail.aspx?pid=3933,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Twopeny,https://members.parliament.sa.gov.au/Detail.aspx?pid=4002,Edward,Mr,Newcastle,House of Assembly,Unknown
Tyler,https://members.parliament.sa.gov.au/Detail.aspx?pid=2571,Phil,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Umpherston,https://members.parliament.sa.gov.au/Detail.aspx?pid=3965,James,Mr,Victoria,House of Assembly,Unknown
Vandepeer,https://members.parliament.sa.gov.au/Detail.aspx?pid=3966,Murray,Mr,Millicent,House of Assembly,Unknown
Vardon,https://members.parliament.sa.gov.au/Detail.aspx?pid=3967,Edward,Mr,Sturt,House of Assembly,Unknown
Vardon,https://members.parliament.sa.gov.au/Detail.aspx?pid=4186,Joseph,Mr,Served in Multiple Electorates,Legislative Council,Anti-Socialist Party
Vaughan,https://members.parliament.sa.gov.au/Detail.aspx?pid=3968,Crawford,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Vaughan CBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=4187,John,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Venning,https://members.parliament.sa.gov.au/Detail.aspx?pid=2595,Howard,Mr,Rocky River,House of Assembly,Represented multiple parties
Venning,https://members.parliament.sa.gov.au/Detail.aspx?pid=549,Ivan,Mr,Served in Multiple Electorates,House of Assembly,Liberal Party
Verco,https://members.parliament.sa.gov.au/Detail.aspx?pid=3969,James,Mr,West Adelaide,House of Assembly,Unknown
Verran,https://members.parliament.sa.gov.au/Detail.aspx?pid=3970,John,Hon,Wallaroo,House of Assembly,Represented multiple parties
Verran,https://members.parliament.sa.gov.au/Detail.aspx?pid=3971,John,Mr,Port Adelaide,House of Assembly,Australian Labor Party
Vincent,https://members.parliament.sa.gov.au/Detail.aspx?pid=4364,Kelly,Hon,Served in Multiple Electorates,Legislative Council,Represented multiple parties
Virgo AM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2607,Geoffrey,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Vlahos,https://members.parliament.sa.gov.au/Detail.aspx?pid=4336,Leesa,Ms,Served in Multiple Electorates,Represented multiple houses,Australian Labor Party
Von Doussa,https://members.parliament.sa.gov.au/Detail.aspx?pid=4188,Alfred,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Von Doussa,https://members.parliament.sa.gov.au/Detail.aspx?pid=4013,Louis,Mr,Served in Multiple Electorates,Represented multiple houses,Unknown
Wade,https://members.parliament.sa.gov.au/Detail.aspx?pid=2572,David,Mr,Elder,House of Assembly,Liberal Party
Wadham,https://members.parliament.sa.gov.au/Detail.aspx?pid=4189,William,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Wallis,https://members.parliament.sa.gov.au/Detail.aspx?pid=3972,Frederick,Hon,Served in Multiple Electorates,Legislative Council,Unknown
Walsh,https://members.parliament.sa.gov.au/Detail.aspx?pid=3961,Frank,Hon,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Walsh CBE,https://members.parliament.sa.gov.au/Detail.aspx?pid=3962,John,Mr,Served in Multiple Electorates,House of Assembly,Australian Labor Party
Ward,https://members.parliament.sa.gov.au/Detail.aspx?pid=4229,Ebenezer,Hon,Served in Multiple Electorates,Represented multiple houses,Unknown
Wardle OAM,https://members.parliament.sa.gov.au/Detail.aspx?pid=2573,Ivon,Mr,Served in Multiple Electorates,House of Assembly,LCL
Wark,https://members.parliament.sa.gov.au/Detail.aspx?pid=4003,David,Mr,The Murray,House of Assembly,Unknown
Warne,https://members.parliament.sa.gov.au/Detail.aspx?pid=4004,Walter,Mr,North Adelaide,House of Assembly,Unknown
Warren,https://members.parliament.sa.gov.au/Detail.aspx?pid=4005,Edgar,Mr,Flinders,House of Assembly,Unknown
Warren,https://members.parliament.sa.gov.au/Detail.aspx?pid=4190,John,Mr,Served in Multiple Electorates,Legislative Council,Unknown
Waterhouse,https://members.parliament.sa.gov.au/Detail.aspx?pid=4230,George,Rt Hon,Served in Multiple Electorates,Represented multiple houses,Pre-Party System
Watts,https://members.parliament.sa.gov.au/Detail.aspx?pid=4219,Alfred,Mr,Flinders,Represented multiple houses,Unknown
Way Bt KC,https://members.parliament.sa.gov.au/Detail.aspx?pid=4006,Sir Samuel,Rt Hon,Sturt,House of Assembly,Pre-Party System
